"","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","pbqc","treatment1","treatment2","pooled_R1.mzXML","pooled_R2.mzXML","Pooled_R3.mzXML","Treatment1_R1.mzXML","Treatment1_R2.mzXML","Treatment1_R3.mzXML","Treatment2_R1.mzXML","Treatment2_R2.mzXML","Treatment2_R3.mzXML","isotopes","adduct","pcgroup"
"9520",1132.27312223777,1132.27312223777,1132.27312223777,5944.68495829845,5944.68495829845,5944.68495829845,1,0,0,1,493,432,464,240,253,288,655,676,617,"","","63"
"9521",1132.26389389299,1132.26389389299,1132.26389389299,6097.29053851417,6097.29053851417,6097.29053851417,1,0,0,1,467,385,382,210,200,235,579,551,560,"","","103"
"9522",1132.28148490453,1132.28148490453,1132.28148490453,6249.91400725844,6249.91400725844,6249.91400725844,1,0,0,1,593,485,500,241,217,270,736,663,632,"","","41"
"9523",1132.28646551681,1132.28646551681,1132.28646551681,6408.54170443864,6408.54170443864,6408.54170443864,1,0,0,1,993,834,920,262,252,341,1308,1242,1203,"","","162"
"9524",1132.27272142089,1132.27272142089,1132.27272142089,6165.56853420841,6165.56853420841,6165.56853420841,1,0,0,1,435,347,411,201,201,249,518,507,495,"","","53"
"9525",1132.26448047477,1132.26448047477,1132.26448047477,6207.74116275911,6207.74116275911,6207.74116275911,1,0,0,1,448,462,377,214,202,226,560,523,529,"","","39"
"9526",771.18690874562,771.18690874562,771.18690874562,6440.66756380988,6440.66756380988,6440.66756380988,1,0,0,1,1328,1130,1300,439,383,457,1935,2009,1824,"","","212"
"9527",771.189539015185,771.189539015185,771.189539015185,6380.43438796051,6380.43438796051,6380.43438796051,1,0,0,1,914,868,889,302,298,358,1235,1325,1356,"","","211"
"9528",771.189731828163,771.189731828163,771.189731828163,6486.84763835462,6486.84763835462,6486.84763835462,1,0,0,1,1167,1292,813,604,541,605,1998,881,1010,"","","183"
"9529",919.169033585524,919.165299526899,919.17276764415,6490.5848904292,6488.29826557375,6492.87151528465,2,0,1,1,3927,3548,3522,4055,3906,4529,2059,4322,3880,"","","183"
"9530",921.170296134089,921.166886595034,921.171986707547,6444.43857263063,6444.13818375438,6444.68320732181,3,0,2,1,2345,2176,2260,2097,1944,2289,1069,3009,2482,"[955][M+2]-","","212"
"9531",678.156218604335,678.156218604335,678.156218604335,6207.74116275911,6207.74116275911,6207.74116275911,1,0,0,1,1137,890,950,613,594,607,1363,1122,1166,"[1435][M+1]-","","39"
"9532",678.155832267097,678.155832267097,678.155832267097,6496.88645241958,6496.88645241958,6496.88645241958,1,0,0,1,261,270,268,200,228,252,314,258,278,"","","101"
"9533",678.150028282848,678.150028282848,678.150028282848,6338.26891789593,6338.26891789593,6338.26891789593,1,0,0,1,347,302,384,227,227,211,383,420,392,"","","215"
"9534",678.153678497529,678.153678497529,678.153678497529,6103.31585243,6103.31585243,6103.31585243,1,0,0,1,357,348,319,308,312,334,386,403,419,"","","103"
"9535",678.152260976273,678.152260976273,678.152260976273,6020.98964678713,6020.98964678713,6020.98964678713,1,0,0,1,364,331,368,245,299,280,397,418,428,"","","12"
"9536",678.151880989575,678.151880989575,678.151880989575,6247.90383186802,6247.90383186802,6247.90383186802,1,0,0,1,1029,882,941,675,732,636,1276,1036,1035,"[1436][M+1]-","","41"
"9537",678.148048447834,678.148048447834,678.148048447834,6047.09187047355,6047.09187047355,6047.09187047355,1,0,0,1,433,399,402,309,337,353,454,481,428,"","","34"
"9538",689.152614200235,689.152614200235,689.152614200235,5723.96218175952,5723.96218175952,5723.96218175952,1,0,0,1,1220,1074,1112,1059,987,1104,1682,1043,1007,"","","178"
"9539",689.152263989785,689.152263989785,689.152263989785,6261.9620991419,6261.9620991419,6261.9620991419,1,0,0,1,642,555,514,349,350,394,761,899,702,"","","41"
"9540",930.217413923419,930.217413923419,930.217413923419,6508.93349779347,6508.93349779347,6508.93349779347,1,0,0,1,359,365,343,200,188,203,478,434,404,"","","101"
"9541",786.195829760728,786.195829760728,786.195829760728,5731.97627816582,5731.97627816582,5731.97627816582,1,0,0,1,982,945,962,630,520,591,1268,1216,1128,"[970][M+1]-","","178"
"9542",931.180716252512,931.179270859309,931.182161645716,6438.3873115878,6438.11587785778,6438.65874531782,2,0,1,1,864,772,835,329,341,402,739,1346,1181,"","","212"
"9543",619.166366471404,619.164322020757,619.16841092205,6564.88463025393,6564.62780534198,6565.14145516589,2,1,0,1,1406,1197,1243,463,519,483,1946,1871,1783,"","","81"
"9544",273.078174792978,273.078174792978,273.078174792978,6559.11899689874,6559.11899689874,6559.11899689874,1,0,0,1,706,625,750,262,260,361,1054,1164,1104,"","","57"
"9545",645.141695268949,645.141695268949,645.141695268949,6408.54170443864,6408.54170443864,6408.54170443864,1,0,0,1,1919,1788,2071,1380,1300,1324,2638,1734,1878,"","","162"
"9546",695.199305777213,695.199305777213,695.199305777213,6559.11899689874,6559.11899689874,6559.11899689874,1,0,0,1,17570,15468,16814,1830,1722,1799,27921,26412,25429,"[1532][M]-","","57"
"9547",798.199852311612,798.192762450504,798.20050720151,5920.59188085656,5920.37485075081,5920.74604967828,3,1,1,1,4387,3871,3919,4045,3840,3998,4165,4067,3891,"[856][M+1]-","","19"
"9548",798.192736733533,798.192736733533,798.192736733533,6065.16330998349,6065.16330998349,6065.16330998349,1,0,0,1,2860,2625,2585,2243,2187,2380,2935,2783,2656,"[857][M+1]-","","25"
"9549",1023.22663922881,1023.22663922881,1023.22663922881,5346.91977358524,5346.91977358524,5346.91977358524,1,0,0,1,400,370,360,211,224,224,567,488,482,"","","185"
"9550",1023.22135755334,1023.22135755334,1023.22135755334,5497.45787347757,5497.45787347757,5497.45787347757,1,0,0,1,964,744,804,508,549,556,1032,985,879,"","","252"
"9551",1023.22225915058,1023.22225915058,1023.22225915058,5607.72724826611,5607.72724826611,5607.72724826611,1,0,0,1,665,536,546,376,381,365,779,737,703,"","","152"
"9552",1023.23759215348,1023.23759215348,1023.23759215348,5790.13367051,5790.13367051,5790.13367051,1,0,0,1,1065,897,950,996,999,995,1005,1119,1006,"","","20"
"9553",1023.23682804384,1023.23682804384,1023.23682804384,6155.52718086464,6155.52718086464,6155.52718086464,1,0,0,1,906,914,896,391,362,395,1135,1160,1014,"","","84"
"9554",1023.21564334186,1023.21564334186,1023.21564334186,6358.34703549322,6358.34703549322,6358.34703549322,1,0,0,1,1154,912,979,488,479,582,1138,1290,1187,"","","145"
"9555",1023.23414200602,1023.23414200602,1023.23414200602,6587.21937051716,6587.21937051716,6587.21937051716,1,0,0,1,444,413,425,201,189,209,599,581,620,"","","307"
"9556",1023.23255056659,1023.23255056659,1023.23255056659,6063.15535899605,6063.15535899605,6063.15535899605,1,0,0,1,716,698,646,362,338,359,859,845,870,"","","25"
"9557",1023.23520846008,1023.23520846008,1023.23520846008,6512.94992012761,6512.94992012761,6512.94992012761,1,0,0,1,409,411,390,204,195,250,532,510,489,"","","101"
"9558",1023.23268715615,1023.23268715615,1023.23268715615,6436.65093105093,6436.65093105093,6436.65093105093,1,0,0,1,508,400,478,212,211,221,595,621,585,"","","212"
"9559",1023.23006501477,1023.23006501477,1023.23006501477,6308.14864176482,6308.14864176482,6308.14864176482,1,0,0,1,506,448,477,321,281,277,566,622,593,"","","32"
"9560",1023.23853950746,1023.23853950746,1023.23853950746,6207.74116275911,6207.74116275911,6207.74116275911,1,0,0,1,561,542,521,289,311,332,682,658,637,"","","39"
"9561",1039.24208800535,1039.24208800535,1039.24208800535,5332.87374813734,5332.87374813734,5332.87374813734,1,0,0,1,1351,1087,1161,711,702,743,1630,1565,1430,"","","136"
"9562",1039.24698147095,1039.24698147095,1039.24698147095,6014.96471659208,6014.96471659208,6014.96471659208,1,0,0,1,1271,1020,1178,367,397,393,1804,1621,1576,"","","12"
"9563",301.449579909321,301.449579909321,301.449579909321,6619.33310157096,6619.33310157096,6619.33310157096,1,0,0,1,1406,1327,1350,468,513,448,1700,1689,1666,"","","1"
"9564",301.657281300783,301.657281300783,301.657281300783,6621.34118088975,6621.34118088975,6621.34118088975,1,0,0,1,715,642,963,366,0,341,0,1327,1308,"[1344][M+1]2-","","1"
"9565",1100.29077473329,1100.2899292662,1100.29162020039,6253.73641853227,6253.54348010034,6253.9293569642,2,1,0,1,1679,1419,1531,557,580,816,2504,1947,1850,"[1027][M+1]-","","41"
"9566",602.705061181988,602.705061181988,602.705061181988,6623.34826727504,6623.34826727504,6623.34826727504,1,0,0,1,1206,939,869,197,190,175,1438,1541,1405,"","","1"
"9567",603.616769792439,603.616769792439,603.616769792439,6623.34826727504,6623.34826727504,6623.34826727504,1,0,0,1,919,785,933,221,185,0,1148,1324,1311,"","","1"
"9568",603.503854484732,603.503854484732,603.503854484732,6623.34826727504,6623.34826727504,6623.34826727504,1,0,0,1,891,836,834,183,191,0,1226,1140,1177,"","","1"
"9569",962.224576005633,962.224576005633,962.224576005633,6669.51412151756,6669.51412151756,6669.51412151756,1,0,0,1,431,374,381,139,160,152,638,478,468,"","","56"
"9570",923.234484222255,923.234484222255,923.234484222255,6488.85458747796,6488.85458747796,6488.85458747796,1,0,0,1,901,905,886,252,265,303,994,1607,1443,"","","183"
"9571",801.198717253481,801.198717253481,801.198717253481,6418.58069330632,6418.58069330632,6418.58069330632,1,0,0,1,1702,1365,1514,300,356,455,2176,2411,2201,"[1533][M]-","","162"
"9572",1045.25719711422,1045.25719711422,1045.25719711422,6063.15535899605,6063.15535899605,6063.15535899605,1,0,0,1,1001,833,883,971,982,953,1028,1214,1091,"[1354][M+2]-","","25"
"9573",723.160798293217,723.160798293217,723.160798293217,6603.27668177239,6603.27668177239,6603.27668177239,1,0,0,1,1186,1120,1196,382,363,466,1662,1692,1530,"","","284"
"9574",851.182915208897,851.182915208897,851.182915208897,6406.53490752022,6406.53490752022,6406.53490752022,1,0,0,1,1055,967,966,552,527,523,1367,1213,1202,"","","162"
"9575",903.188598900696,903.188598900696,903.188598900696,6004.92467461393,6004.92467461393,6004.92467461393,1,0,0,1,923,838,924,722,763,774,1196,915,1189,"","","8"
"9576",903.212445227737,903.212445227737,903.212445227737,5910.55255890664,5910.55255890664,5910.55255890664,1,0,0,1,1165,1004,1111,1182,1097,1150,1214,1060,1075,"[1096][M+4]-","","19"
"9577",1117.26042279151,1117.26042279151,1117.26042279151,6695.61001840166,6695.61001840166,6695.61001840166,1,0,0,1,621,530,615,127,122,141,1016,901,967,"","","409"
"9578",345.228822379495,345.228610170899,345.229034588091,6807.6607780079,6807.46538713331,6807.85616888249,2,0,1,1,1592,1369,1276,1593,1506,1721,1282,1423,1323,"","","1017"
"9579",407.074935073054,407.074935073054,407.074935073054,6851.91518038627,6851.91518038627,6851.91518038627,1,0,0,1,710,533,587,0,122,0,813,1091,1267,"","","481"
"9580",989.238933030055,989.238933030055,989.238933030055,6233.84765081974,6233.84765081974,6233.84765081974,1,0,0,1,809,703,701,568,585,607,871,911,888,"","","167"
"9581",989.213888574036,989.213888574036,989.213888574036,6833.8910960524,6833.8910960524,6833.8910960524,1,0,0,1,417,346,344,110,106,104,292,785,711,"","","193"
"9582",870.187950848033,870.187950848033,870.187950848033,6272.00313722644,6272.00313722644,6272.00313722644,1,0,0,1,1259,1155,1286,632,664,634,1761,1649,1604,"[1084][M+1]-","","9"
"9583",824.207267527857,824.207267527857,824.207267527857,6077.21013743902,6077.21013743902,6077.21013743902,1,0,0,1,1767,1522,1641,785,774,1088,2037,2157,2078,"[815][M+1]-","","25"
"9584",953.250424817699,953.250424817699,953.250424817699,6520.98140622762,6520.98140622762,6520.98140622762,1,0,0,1,2592,2280,2400,272,369,388,2261,4357,4056,"","","97"
"9585",926.198048458436,926.198048458436,926.198048458436,5802.17274682208,5802.17274682208,5802.17274682208,1,0,0,1,854,745,824,358,355,370,1344,1288,1153,"","","58"
"9586",1049.20358547256,1049.20358547256,1049.20358547256,5996.89245971641,5996.89245971641,5996.89245971641,1,0,0,1,1616,1310,1474,319,329,366,1923,2311,2019,"[1534][M]-","","8"
"9587",1038.23375964542,1038.23375964542,1038.23375964542,5483.41034855397,5483.41034855397,5483.41034855397,1,0,0,1,678,616,591,249,256,269,900,964,889,"[1633][M+1]-","","94"
"9588",1038.25620720572,1038.25620720572,1038.25620720572,6229.83230875479,6229.83230875479,6229.83230875479,1,0,0,1,1092,872,1015,349,341,385,1790,1437,1247,"[944][M+1]-","","112"
"9589",749.158642862194,749.158642862194,749.158642862194,5619.75022604164,5619.75022604164,5619.75022604164,1,0,0,1,668,611,685,692,606,598,785,696,678,"","","152"
"9590",749.159283742635,749.159283742635,749.159283742635,5822.23517293062,5822.23517293062,5822.23517293062,1,0,0,1,473,471,461,300,343,331,562,573,543,"","","236"
"9591",749.163638787613,749.163638787613,749.163638787613,5958.74105122029,5958.74105122029,5958.74105122029,1,0,0,1,524,507,519,429,485,420,623,539,568,"","","63"
"9592",749.164426580315,749.164426580315,749.164426580315,6133.43747166689,6133.43747166689,6133.43747166689,1,0,0,1,428,399,400,304,283,336,537,456,509,"","","194"
"9593",749.170819830734,749.170819830734,749.170819830734,6334.25400473651,6334.25400473651,6334.25400473651,1,0,0,1,456,463,444,380,431,364,546,522,526,"","","100"
"9594",749.17364843347,749.17364843347,749.17364843347,6488.85458747796,6488.85458747796,6488.85458747796,1,0,0,1,436,408,410,228,226,243,523,559,562,"","","183"
"9595",749.165832856172,749.165832856172,749.165832856172,6753.764780718,6753.764780718,6753.764780718,1,0,0,1,220,185,202,132,115,137,244,279,253,"","","323"
"9596",749.165192127477,749.165192127477,749.165192127477,6839.89782190614,6839.89782190614,6839.89782190614,1,0,0,1,251,220,224,116,141,165,373,318,298,"","","35"
"9597",749.164227855727,749.164227855727,749.164227855727,6928.02785073962,6928.02785073962,6928.02785073962,1,0,0,1,242,220,201,150,148,168,318,284,285,"","","121"
"9598",749.16556257563,749.16556257563,749.16556257563,5326.85678207925,5326.85678207925,5326.85678207925,1,0,0,1,656,503,568,273,323,314,702,786,679,"","","136"
"9599",749.161879328524,749.161879328524,749.161879328524,5507.49039121412,5507.49039121412,5507.49039121412,1,0,0,1,555,514,516,380,356,355,710,675,598,"","","96"
"9600",749.162248739161,749.162248739161,749.162248739161,6201.71745581208,6201.71745581208,6201.71745581208,1,0,0,1,454,397,402,381,410,373,467,513,469,"","","39"
"9601",749.16055822557,749.16055822557,749.16055822557,5449.28887169398,5449.28887169398,5449.28887169398,1,0,0,1,615,562,550,339,340,406,742,725,658,"","","117"
"9602",749.163426952623,749.163426952623,749.163426952623,6053.11566142597,6053.11566142597,6053.11566142597,1,0,0,1,540,472,470,473,404,448,601,508,530,"","","34"
"9603",749.160920998828,749.160920998828,749.160920998828,6693.60427391616,6693.60427391616,6693.60427391616,1,0,0,1,226,234,203,163,158,129,230,272,256,"","","409"
"9604",749.162160490378,749.162160490378,749.162160490378,5391.07171364443,5391.07171364443,5391.07171364443,1,0,0,1,543,483,476,278,253,262,700,670,704,"","","218"
"9605",749.150285869818,749.150285869818,749.150285869818,4998.96178150787,4998.96178150787,4998.96178150787,1,0,0,1,410,407,468,222,232,323,1053,1092,811,"","","275"
"9606",749.160084236395,749.160084236395,749.160084236395,5739.99151705009,5739.99151705009,5739.99151705009,1,0,0,1,637,538,608,422,407,441,647,653,621,"","","77"
"9607",749.162040718614,749.162040718614,749.162040718614,6599.26160712411,6599.26160712411,6599.26160712411,1,0,0,1,306,280,260,170,183,208,371,383,345,"","","284"
"9608",837.156855449917,837.156855449917,837.156855449917,5447.28145657346,5447.28145657346,5447.28145657346,1,0,0,1,746,685,691,424,445,407,984,990,962,"","","117"
"9609",837.1899366312,837.1899366312,837.1899366312,6498.89437895418,6498.89437895418,6498.89437895418,1,0,0,1,654,584,608,328,333,427,732,825,762,"","","101"
"9610",837.188646635,837.188646635,837.188646635,6292.0844900896,6292.0844900896,6292.0844900896,1,0,0,1,846,748,841,552,559,562,1310,789,849,"","","32"
"9611",314.893158658449,314.893158658449,314.893158658449,6968.11681756197,6968.11681756197,6968.11681756197,1,0,0,1,0,0,0,160,180,201,0,0,2225,"","","431"
"9612",672.39819005021,672.39819005021,672.39819005021,6978.14092419131,6978.14092419131,6978.14092419131,1,0,0,1,275,219,253,135,168,150,363,396,309,"","","688"
"9613",724.2035430567,724.2035430567,724.2035430567,6960.09579024794,6960.09579024794,6960.09579024794,1,0,0,1,797,728,718,114,109,115,1106,1046,1133,"","","4"
"9614",285.127574063202,285.127574063202,285.127574063202,7048.2718175679,7048.2718175679,7048.2718175679,1,0,0,1,1764,1589,1587,1626,1639,1688,1580,1580,1537,"","","991"
"9615",819.198023702839,819.198023702839,819.198023702839,6306.1415415249,6306.1415415249,6306.1415415249,1,0,0,1,1029,996,979,296,274,348,1371,1365,1284,"","","32"
"9616",950.10632978258,950.10632978258,950.10632978258,7470.10289931521,7470.10289931521,7470.10289931521,1,0,0,1,1304,1088,1163,1094,1246,1234,1233,1250,1140,"[1535][M]-","","338"
"9617",950.106129562737,950.106129562737,950.106129562737,7623.87382524114,7623.87382524114,7623.87382524114,1,0,0,1,1467,1273,1423,1322,1445,1404,1325,1462,1359,"","","321"
"9618",950.108131169636,950.108131169636,950.108131169636,7332.27963529629,7332.27963529629,7332.27963529629,1,0,0,1,817,657,678,639,709,717,775,826,701,"[1536][M]-","","981"
"9619",950.106562985296,950.106562985296,950.106562985296,7687.78879898571,7687.78879898571,7687.78879898571,1,0,0,1,1703,1426,1610,1567,1570,1624,1578,1625,1478,"","","315"
"9620",950.115272529306,950.115272529306,950.115272529306,7158.35963852476,7158.35963852476,7158.35963852476,1,0,0,1,551,523,481,433,418,478,446,549,461,"","","1160"
"9621",683.096951583407,683.096951583407,683.096951583407,6936.04342406769,6936.04342406769,6936.04342406769,1,0,0,1,1335,1214,1292,697,820,860,1271,1313,1222,"[1537][M]-","","308"
"9622",471.317832266665,471.317832266665,471.317832266665,7833.66793859093,7833.66793859093,7833.66793859093,1,0,0,1,1155,1027,997,1066,1044,1211,1026,1034,1218,"","","200"
"9623",783.435373777635,783.434561334747,783.436186220523,7877.497877634,7867.33502305216,7887.66073221586,2,1,0,1,1293,1224,1300,1381,1304,1326,1169,1231,1219,"","","271"
"9624",811.43664052915,811.43664052915,811.43664052915,7835.66727972487,7835.66727972487,7835.66727972487,1,0,0,1,913,893,941,973,926,1065,842,876,876,"","","200"
"9625",539.354378532151,539.354378532151,539.354378532151,7893.66161562725,7893.66161562725,7893.66161562725,1,0,0,1,1163,1109,1030,1190,1164,1263,1160,1085,1062,"","","118"
"9626",819.471095975901,819.471095975901,819.471095975901,7899.66183613756,7899.66183613756,7899.66183613756,1,0,0,1,1415,1426,1351,1474,1422,1508,1354,1303,1187,"","","118"
"9627",819.449077446295,819.449077446295,819.449077446295,7849.66255804502,7849.66255804502,7849.66255804502,1,0,0,1,1140,1034,1083,1136,1135,1234,992,1016,946,"","","106"
"9628",455.299243041904,455.299243041904,455.299243041904,7849.66255804502,7849.66255804502,7849.66255804502,1,0,0,1,1128,1098,1111,1171,1145,1283,1057,1171,1079,"","","106"
"9629",711.402916214399,711.395735295193,711.408667126132,7859.66087526161,7850.72395904655,7873.16322483851,5,1,3,1,1164,1067,1087,1220,1166,1118,1017,1056,1103,"","","106"
"9630",815.48490275092,815.48490275092,815.48490275092,7917.66798032623,7917.66798032623,7917.66798032623,1,0,0,1,2001,1781,1796,2040,2019,2011,1856,1893,1696,"[1443][M+2]-","","366"
"9631",815.45730864017,815.45730864017,815.45730864017,7863.66143431756,7863.66143431756,7863.66143431756,1,0,0,1,1470,1298,1351,1494,1354,1448,1292,1249,1251,"","","106"
"9632",855.489304451394,855.489304451394,855.489304451394,7917.66798032623,7917.66798032623,7917.66798032623,1,0,0,1,1644,1585,1587,1711,1677,1655,1599,1537,1424,"","","366"
"9633",767.447637471891,767.445827851917,767.449447091865,7918.06986148655,7912.46738093908,7923.67234203403,2,0,1,1,1448,1391,1357,1433,1420,1603,1363,1406,1430,"","","366"
"9634",767.425972524432,767.42448285563,767.427462193234,7876.98420802192,7869.66003598417,7884.30838005967,2,0,1,1,1146,1121,1156,1255,1201,1227,1044,1086,1048,"","","271"
"9635",771.460789157008,771.45634052101,771.465237793006,7924.29985583631,7919.66902909551,7928.93068257711,2,0,1,1,1927,1784,1851,1988,1914,2095,1704,1813,1663,"","","366"
"9636",789.448995025599,789.448995025599,789.448995025599,7909.6646254752,7909.6646254752,7909.6646254752,1,0,0,1,1646,1531,1562,1633,1637,1776,1475,1535,1411,"","","118"
"9637",851.490170372405,851.487910620743,851.492430124067,7923.28867964987,7916.903072685,7929.67428661474,2,0,1,1,1365,1272,1271,1382,1375,1430,1376,1300,1322,"","","366"
"9638",851.469275715383,851.469275715383,851.469275715383,7855.6614485805,7855.6614485805,7855.6614485805,1,0,0,1,1128,1038,1109,1125,1132,1253,1046,1098,1046,"","","106"
"9639",757.436249789471,757.431639451416,757.440326856633,7896.37747202921,7874.78875603054,7899.66183613756,3,0,2,1,1773,1593,1620,1734,1535,1651,1556,1637,1630,"","","118"
"9640",757.453419345474,757.44731535841,757.454155737053,7932.93847927978,7928.554357138,7933.67816655341,3,0,2,1,1946,1959,1806,2036,1940,2019,1852,1862,1756,"[1614][M+2]-","","366"
"9641",845.501490662032,845.497688675123,845.505292648942,7937.46199703808,7935.67966885495,7939.24432522121,2,0,1,1,1990,1863,1814,1947,1940,1992,1775,1887,1807,"","","365"
"9642",707.407987952094,707.407987952094,707.407987952094,7883.66032657816,7883.66032657816,7883.66032657816,1,0,0,1,1111,981,972,922,995,1040,907,940,907,"","","138"
"9643",983.549583992248,983.548953798089,983.550214186406,7859.40004878495,7855.13866325235,7863.66143431756,2,0,1,1,834,692,794,831,744,861,748,781,733,"","","106"
"9644",1027.57444957139,1027.5711595688,1027.57773957397,7868.21950669954,7865.66026884444,7870.77874455464,2,0,1,1,794,754,762,831,764,827,776,748,725,"","","271"
"9645",825.472070148191,825.47099388537,825.473146411011,7893.01414588225,7891.66228188676,7894.36600987775,2,0,1,1,1284,1210,1256,1268,1250,1324,1256,1199,1211,"","","118"
"9646",903.505697857753,903.505697857753,903.505697857753,7875.65994789555,7875.65994789555,7875.65994789555,1,0,0,1,1222,1118,1114,1279,1373,1255,1114,1165,1065,"","","271"
"9647",699.413302575466,699.412482515574,699.415055281575,7883.17558494456,7870.22582263669,7891.66228188676,3,0,2,1,1679,1543,1558,1689,1720,1772,1597,1611,1648,"","","138"
"9648",795.471778816908,795.466239781517,795.475438016874,7934.94282531608,7932.57507566642,7937.68120548624,3,0,2,1,1448,1465,1399,1465,1413,1472,1396,1340,1253,"","","365"
"9649",883.500136817505,883.496987533918,883.503687204755,7882.07525903174,7873.16322483851,7897.66139253041,4,1,2,1,1283,1219,1251,1269,1206,1328,1175,1146,1321,"","","138"
"9650",937.548885404271,937.547679452414,937.554898670868,7941.68536016562,7931.23623538131,7942.95998672195,3,0,2,1,1247,1182,1237,1149,1222,1286,1129,1200,1107,"","","365"
"9651",937.515879780637,937.515879780637,937.515879780637,7869.66003598417,7869.66003598417,7869.66003598417,1,0,0,1,895,913,772,870,901,943,883,806,822,"","","271"
"9652",939.556514162455,939.55591416778,939.557787541946,7937.40831894294,7920.51179543061,7943.68597166573,3,1,1,1,1351,1277,1241,1346,1225,1370,1274,1236,1349,"","","365"
"9653",939.522977810461,939.522977810461,939.522977810461,7875.65994789555,7875.65994789555,7875.65994789555,1,0,0,1,869,928,860,918,854,965,856,846,874,"","","271"
"9654",945.555990298063,945.553077554191,945.558103437287,7940.95671869623,7933.23931381511,7943.68597166573,3,0,2,1,1690,1466,1538,1600,1625,1642,1505,1570,1407,"","","365"
"9655",945.528196406426,945.528196406426,945.528196406426,7871.66096907347,7871.66096907347,7871.66096907347,1,0,0,1,1143,1041,1156,1221,1116,1233,1078,1011,1037,"","","271"
"9656",741.454701817717,741.451506415481,741.456132058165,7943.41449272363,7941.68536016562,7946.64670247749,3,1,1,1,1962,1895,1847,1992,2016,2087,1818,1786,1794,"","","365"
"9657",597.393964298362,597.393862931328,597.394065665396,7953.33773874814,7952.98133940319,7953.69413809309,2,0,1,1,1589,1489,1487,1551,1595,1620,1497,1527,1517,"","","343"
"9658",957.563885864371,957.561207124316,957.566564604427,7940.11950490657,7926.54487172005,7953.69413809309,2,0,1,1,1526,1441,1482,1613,1478,1593,1426,1478,1457,"","","365"
"9659",957.542367202702,957.541181393264,957.54355301214,7868.91936240095,7862.17877690634,7875.65994789555,2,0,1,1,1086,970,1065,953,915,1061,959,940,911,"","","271"
"9660",623.402370713128,623.402230585082,623.405780945664,7952.67553401125,7951.69250571813,7963.42951299283,3,1,1,1,1194,1126,1181,1280,1187,1180,1164,1183,1098,"","","343"
"9661",1013.59689486273,1013.59624840676,1013.59965767229,7955.69576007421,7930.56475678099,7959.42680533961,3,1,1,1,1408,1287,1343,1372,1247,1426,1270,1332,1282,"","","343"
"9662",539.384856655675,539.381229459423,539.389705336876,7952.82843670722,7943.24918747064,7957.69636838934,4,0,3,1,1728,1570,1530,1574,1724,1743,1613,1707,1593,"","","343"
"9663",783.46332409317,783.459939918754,783.466708267586,7914.52704674633,7913.38708288239,7915.66701061028,2,1,0,1,1645,1586,1548,1704,1617,1664,1488,1529,1529,"","","118"
"9664",801.475326693881,801.474516024404,801.477035893983,7922.91614693109,7921.67115003274,7925.23069646197,3,0,2,1,2037,1809,1860,1957,1863,2046,1864,1775,1769,"[1137][M+2]-","","366"
"9665",891.499427669536,891.499427669536,891.499427669536,7901.66331531566,7901.66331531566,7901.66331531566,1,0,0,1,1359,1192,1324,1302,1369,1343,1273,1294,1157,"","","118"
"9666",723.45811887566,723.452323844154,723.464878173057,7967.013248904,7957.2614251958,7971.43444205742,5,1,3,1,1478,1404,1337,1478,1435,1565,1417,1366,1377,"","","343"
"9667",883.540981997223,883.536451189266,883.54551280518,7968.56863480989,7967.70399718932,7969.43327243047,2,1,0,1,1874,1685,1863,1886,1926,1967,1815,1832,1716,"","","343"
"9668",985.596029505363,985.594209937785,985.602611325357,7966.74668025452,7963.42951299283,7967.70399718932,3,1,1,1,1604,1510,1589,1554,1579,1734,1590,1568,1482,"","","343"
"9669",1017.57203942461,1017.56812156367,1017.57595728554,7879.22454130435,7874.78875603054,7883.66032657816,2,0,1,1,903,868,847,954,975,924,944,846,836,"","","271"
"9670",611.413488423508,611.41055779632,611.418681457627,7971.70776543101,7963.26825144024,7974.78789479962,3,0,2,1,1436,1484,1427,1583,1548,1523,1452,1494,1479,"","","343"
"9671",969.599347531489,969.599347531489,969.599347531489,7971.70776543101,7971.70776543101,7971.70776543101,1,0,0,1,1645,1511,1561,1610,1656,1658,1509,1532,1469,"","","343"
"9672",969.577502405758,969.577502405758,969.577502405758,7933.67816655341,7933.67816655341,7933.67816655341,1,0,0,1,1338,1300,1251,1371,1317,1418,1248,1290,1228,"","","366"
"9673",999.60181738219,999.598886988066,999.602569017298,7968.22326066724,7965.26925187316,7969.70540729739,4,1,2,1,1611,1466,1420,1509,1513,1656,1471,1501,1407,"","","343"
"9674",753.48989504461,753.48803491884,753.491755170379,7967.56760815519,7965.42980901299,7969.70540729739,2,1,0,1,2003,1789,1904,1972,1946,1957,1832,1895,1789,"","","343"
"9675",785.499682922541,785.497070103066,785.502295742017,7967.56862452821,7961.42817880664,7973.70907024979,2,1,0,1,2313,2151,2257,2377,2367,2458,2258,2247,2188,"[1448][M+2]-","","343"
"9676",745.456896013171,745.456410366411,745.45972016203,7967.43106242725,7965.00670214068,7973.70907024979,3,1,1,1,1663,1774,1635,1779,1888,1848,1680,1669,1609,"","","343"
"9677",637.423880577137,637.422936326521,637.424824827753,7971.49121683809,7969.27336342638,7973.70907024979,2,0,1,1,1372,1235,1247,1265,1348,1308,1225,1168,1221,"","","343"
